,LASAR,MouseID,Ear (L/R),TumorID,Model CLID,Group#,Group Description,Response,Day Taken,Day,Area,Area Unit,Phenotype 1,Abundance 1,Ratio 1,Core 1
11329,17-0727 A,20191104 Cage-1 Mouse-1,L,23,CL587054,3,Combo,C.R.,2019-11-21,17,0.306339198,mm2,inflamed,11325.2388,0.9247376565848667,13729.7601
11330,17-0727 A,20191104 Cage-1 Mouse-1,L,23,CL587054,3,Combo,C.R.,2019-11-23,19,0.0,mm2,None,NaN,NaN,NaN
11331,17-0727 A,20191104 Cage-1 Mouse-1,L,23,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11332,17-0727 A,20191104 Cage-1 Mouse-1,L,24,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,2072.3435,0.11481572574311852,1971.2206
11333,17-0727 A,20191104 Cage-1 Mouse-1,L,24,CL587054,3,Combo,C.R.,2019-11-12,8,0.039146951,mm2,uncertain,5076.8718,0.13400157328592807,5039.5272
11334,17-0727 A,20191104 Cage-1 Mouse-1,L,24,CL587054,3,Combo,C.R.,2019-11-13,9,0.08474113999999999,mm2,inflamed,6434.4155,0.1485056082358808,6326.01725
11335,17-0727 A,20191104 Cage-1 Mouse-1,L,24,CL587054,3,Combo,C.R.,2019-11-14,10,0.175676748,mm2,inflamed,7089.5285,0.0,6952.7317
11336,17-0727 A,20191104 Cage-1 Mouse-1,L,24,CL587054,3,Combo,C.R.,2019-11-15,11,0.18243515100000002,mm2,inflamed,8344.0874,0.768452780869225,8410.769
11337,17-0727 A,20191104 Cage-1 Mouse-1,L,24,CL587054,3,Combo,C.R.,2019-11-17,13,0.0,mm2,None,NaN,NaN,NaN
11338,17-0727 A,20191104 Cage-1 Mouse-1,L,24,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11339,17-0727 A,20191104 Cage-1 Mouse-1,L,25,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,desert,1504.3779,0.5739578420193264,1512.85155
11340,17-0727 A,20191104 Cage-1 Mouse-1,L,25,CL587054,3,Combo,C.R.,2019-11-12,8,0.085204667,mm2,excluded,3237.6956,0.18929636621866208,3063.082
11341,17-0727 A,20191104 Cage-1 Mouse-1,L,25,CL587054,3,Combo,C.R.,2019-11-13,9,0.154017339,mm2,inflamed,3658.0125,0.7312026231686064,3669.2869499999997
11342,17-0727 A,20191104 Cage-1 Mouse-1,L,25,CL587054,3,Combo,C.R.,2019-11-14,10,0.199331157,mm2,inflamed,4761.8061,0.53953468019944,4729.7324
11343,17-0727 A,20191104 Cage-1 Mouse-1,L,25,CL587054,3,Combo,C.R.,2019-11-15,11,0.21443326699999998,mm2,inflamed,4980.144249999999,0.757556743716728,4966.185750000001
11344,17-0727 A,20191104 Cage-1 Mouse-1,L,25,CL587054,3,Combo,C.R.,2019-11-17,13,0.0,mm2,None,NaN,NaN,NaN
11345,17-0727 A,20191104 Cage-1 Mouse-1,L,25,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11346,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,1983.12975,0.4504264440375649,1828.3932
11347,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-12,8,0.27246952399999996,mm2,uncertain,4491.4066,0.42526258957021834,4421.9997
11348,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-13,9,0.36787178299999995,mm2,uncertain,5391.5857,0.1376780952892026,5173.307
11349,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-14,10,0.502040843,mm2,excluded,6384.2809,0.02920134268999077,5629.7013
11350,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-15,11,0.5636174,mm2,inflamed,7289.8282,0.07940238300095034,6311.0851
11351,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-17,13,0.771553093,mm2,excluded,4563.7067,0.035752119981014026,4254.1878
11352,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-18,14,0.44396864299999994,mm2,excluded,5957.6350999999995,0.11394765428227725,5381.3723
11353,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-19,15,0.603416882,mm2,inflamed,9783.8503,0.16331233363340658,8766.4489
11354,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-11-20,16,0.0,mm2,None,NaN,NaN,NaN
11355,17-0727 A,20191104 Cage-1 Mouse-1,L,26,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11356,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,896.7081499999999,0.37355247506555844,906.65125
11357,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-12,8,0.799920968,mm2,excluded,2509.0744,0.3490489475347597,2333.18
11358,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-13,9,2.179081973,mm2,excluded,2713.5573999999997,0.14784118372175775,1842.2955
11359,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-14,10,2.5288524,mm2,excluded,3763.3041,0.22020184039383536,3313.88505
11360,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-15,11,3.455337612,mm2,excluded,4309.493399999999,0.25778180293562014,4247.5409
11361,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-17,13,4.4435484039999995,mm2,excluded,3706.2236,0.01292081167351069,3322.4638
11362,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-18,14,3.130391947,mm2,excluded,4521.8057499999995,0.055741606003611596,4322.8011
11363,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-19,15,3.258885033,mm2,uncertain,2693.383,0.5217393554733362,3296.8435
11364,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-21,17,2.493600238,mm2,excluded,2161.7591,0.07860724978208533,1327.0426
11365,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-23,19,1.4450099429999999,mm2,excluded,2671.1288,0.042734223623840474,2577.5067
11366,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-24,20,0.9198936839999999,mm2,inflamed,6884.926100000001,0.33740892797434635,6616.29585
11367,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-11-25,21,0.248100124,mm2,inflamed,6084.6272,0.5416690318425941,6379.5068
11368,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
11369,17-0727 A,20191104 Cage-1 Mouse-1,L,27,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11371,17-0727 A,20191104 Cage-1 Mouse-1,L,28,CL587054,3,Combo,C.R.,2019-11-12,8,0.7441291879999999,mm2,inflamed,4256.0172,0.8156991171852839,4333.061299999999
11372,17-0727 A,20191104 Cage-1 Mouse-1,L,28,CL587054,3,Combo,C.R.,2019-11-13,9,1.187008046,mm2,excluded,4939.0599999999995,0.01810957005409127,4747.6343
11373,17-0727 A,20191104 Cage-1 Mouse-1,L,28,CL587054,3,Combo,C.R.,2019-11-14,10,1.404496179,mm2,excluded,5814.29775,0.08569501179321677,5414.47505
11374,17-0727 A,20191104 Cage-1 Mouse-1,L,28,CL587054,3,Combo,C.R.,2019-11-15,11,1.620890217,mm2,inflamed,7027.70305,0.11275523323032241,6562.7781
11375,17-0727 A,20191104 Cage-1 Mouse-1,L,28,CL587054,3,Combo,C.R.,2019-11-17,13,1.64386808,mm2,excluded,4947.27745,0.012304233098483499,2939.37115
11376,17-0727 A,20191104 Cage-1 Mouse-1,L,28,CL587054,3,Combo,C.R.,2019-11-18,14,1.483093898,mm2,excluded,4572.9902,0.10395192084819607,2849.21755
11370,17-0727 A,20191104 Cage-1 Mouse-1,L,28.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.29.30.31.32.33.34,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,2586.9816,0.5147186695925443,2557.5657
11377,17-0727 A,20191104 Cage-1 Mouse-1,L,28.29,CL587054,3,Combo,C.R.,2019-11-19,15,1.89151835,mm2,excluded,5838.9286,0.21154853632562523,5193.6992
11378,17-0727 A,20191104 Cage-1 Mouse-1,L,28.29,CL587054,3,Combo,C.R.,2019-11-21,17,0.815013288,mm2,inflamed,5991.3565,0.9418919068404299,6184.728950000001
11379,17-0727 A,20191104 Cage-1 Mouse-1,L,28.29,CL587054,3,Combo,C.R.,2019-11-23,19,0.0,mm2,None,NaN,NaN,NaN
11380,17-0727 A,20191104 Cage-1 Mouse-1,L,28.29,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11382,17-0727 A,20191104 Cage-1 Mouse-1,L,29,CL587054,3,Combo,C.R.,2019-11-12,8,0.272890912,mm2,excluded,3929.4451,0.07872331219807722,3702.1135
11383,17-0727 A,20191104 Cage-1 Mouse-1,L,29,CL587054,3,Combo,C.R.,2019-11-13,9,0.400908607,mm2,excluded,5465.2567500000005,0.13480616278557295,4960.2634
11384,17-0727 A,20191104 Cage-1 Mouse-1,L,29,CL587054,3,Combo,C.R.,2019-11-14,10,0.54054705,mm2,excluded,6415.04335,0.10184717767466074,6258.2195
11385,17-0727 A,20191104 Cage-1 Mouse-1,L,29,CL587054,3,Combo,C.R.,2019-11-15,11,0.58551963,mm2,inflamed,7138.5501,0.1219165482862472,6937.6108
11386,17-0727 A,20191104 Cage-1 Mouse-1,L,29,CL587054,3,Combo,C.R.,2019-11-17,13,0.781748628,mm2,inflamed,7267.9063,0.20127137150310884,6990.5052
11387,17-0727 A,20191104 Cage-1 Mouse-1,L,29,CL587054,3,Combo,C.R.,2019-11-18,14,0.17951485399999997,mm2,excluded,4572.9902,0.10395192084819607,2849.21755
11381,17-0727 A,20191104 Cage-1 Mouse-1,L,29.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.30.31.32.33.34,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,1957.1595,0.24559954518141844,1923.6502
11390,17-0727 A,20191104 Cage-1 Mouse-1,L,29.28,CL587054,3,Combo,C.R.,2019-11-23,19,0.0,mm2,None,NaN,NaN,NaN
11391,17-0727 A,20191104 Cage-1 Mouse-1,L,29.28,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11122,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,1886.7638,0.1914764459927214,1718.7125
11123,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-11-12,8,0.5822318919999999,mm2,excluded,2935.00635,0.1516346380592921,2453.2935
11124,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-11-13,9,0.7538632519999999,mm2,excluded,4046.95725,0.018188378385836333,3481.3492
11125,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-11-14,10,0.9965306310000001,mm2,excluded,5173.25555,0.08012374185018319,4508.2812
11126,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-11-15,11,1.341417755,mm2,inflamed,6708.8168,0.2552331277064763,6568.1661
11127,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-11-17,13,1.8954488779999998,mm2,inflamed,7522.3941,0.3434492988845083,6430.4587
11128,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-11-18,14,0.9549372519999999,mm2,inflamed,10084.676,0.39934221904490946,7847.478999999999
11129,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-11-19,15,0.0,mm2,None,NaN,NaN,NaN
11130,17-0727 A,20191104 Cage-1 Mouse-1,L,3,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11392,17-0727 A,20191104 Cage-1 Mouse-1,L,30,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,desert,1467.58315,0.5912487664292878,1647.13035
11393,17-0727 A,20191104 Cage-1 Mouse-1,L,30,CL587054,3,Combo,C.R.,2019-11-12,8,0.15009842999999998,mm2,excluded,3236.3177,0.4181698689971049,3210.7917
11394,17-0727 A,20191104 Cage-1 Mouse-1,L,30,CL587054,3,Combo,C.R.,2019-11-13,9,0.098099142,mm2,inflamed,4886.03985,0.896007019924994,5202.70615
11395,17-0727 A,20191104 Cage-1 Mouse-1,L,30,CL587054,3,Combo,C.R.,2019-11-14,10,0.18105843900000002,mm2,inflamed,4933.6543,0.8328784919496358,5507.7345
11396,17-0727 A,20191104 Cage-1 Mouse-1,L,30,CL587054,3,Combo,C.R.,2019-11-15,11,0.274424519,mm2,inflamed,5998.859350000001,0.8863468379690982,6614.1433
11397,17-0727 A,20191104 Cage-1 Mouse-1,L,30,CL587054,3,Combo,C.R.,2019-11-17,13,0.0,mm2,None,NaN,NaN,NaN
11398,17-0727 A,20191104 Cage-1 Mouse-1,L,30,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11399,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,2653.7456,0.9772048739737442,2845.2585
11400,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-11-12,8,0.199780083,mm2,inflamed,4443.7827,0.7557954441200442,4448.9807
11401,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-11-13,9,0.277526181,mm2,inflamed,5770.1193,0.6747041738918595,5914.4868
11402,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-11-14,10,0.447264407,mm2,inflamed,6664.9326,0.8185863675546858,6930.725
11403,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-11-15,11,0.5652027040000001,mm2,inflamed,7999.13845,0.9314963319485757,8493.9087
11404,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-11-17,13,0.743660291,mm2,inflamed,10072.3461,0.9511274425937745,10523.664
11405,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-11-18,14,0.43170339399999996,mm2,inflamed,11929.6631,0.8869500885173673,12893.9336
11406,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-11-19,15,0.0,mm2,None,NaN,NaN,NaN
11407,17-0727 A,20191104 Cage-1 Mouse-1,L,31,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11408,17-0727 A,20191104 Cage-1 Mouse-1,L,32,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,2545.5646,0.9587409119384763,2618.3384
11409,17-0727 A,20191104 Cage-1 Mouse-1,L,32,CL587054,3,Combo,C.R.,2019-11-12,8,0.294381704,mm2,inflamed,5043.5352,0.8442668085802036,5200.7312
11410,17-0727 A,20191104 Cage-1 Mouse-1,L,32,CL587054,3,Combo,C.R.,2019-11-13,9,0.38809840999999995,mm2,inflamed,6259.61875,0.9607134162684547,6302.8832
11411,17-0727 A,20191104 Cage-1 Mouse-1,L,32,CL587054,3,Combo,C.R.,2019-11-14,10,0.543133599,mm2,inflamed,6708.27505,0.5796394368421672,6648.4517
11412,17-0727 A,20191104 Cage-1 Mouse-1,L,32,CL587054,3,Combo,C.R.,2019-11-15,11,0.658735658,mm2,inflamed,7395.19555,0.6793397243605084,8029.3472
11413,17-0727 A,20191104 Cage-1 Mouse-1,L,32,CL587054,3,Combo,C.R.,2019-11-17,13,0.9214854279999999,mm2,inflamed,9134.6219,0.9160625619430676,9178.2158
11414,17-0727 A,20191104 Cage-1 Mouse-1,L,32,CL587054,3,Combo,C.R.,2019-11-18,14,0.0,mm2,None,NaN,NaN,NaN
11415,17-0727 A,20191104 Cage-1 Mouse-1,L,32,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11416,17-0727 A,20191104 Cage-1 Mouse-1,L,33,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,1819.2777,0.6834647456790518,1896.75665
11417,17-0727 A,20191104 Cage-1 Mouse-1,L,33,CL587054,3,Combo,C.R.,2019-11-12,8,0.201170663,mm2,excluded,4217.3308,0.29030394525288966,4036.5543
11418,17-0727 A,20191104 Cage-1 Mouse-1,L,33,CL587054,3,Combo,C.R.,2019-11-13,9,0.271331776,mm2,excluded,4694.6105,0.3350828134619443,4611.6414
11419,17-0727 A,20191104 Cage-1 Mouse-1,L,33,CL587054,3,Combo,C.R.,2019-11-14,10,0.405420717,mm2,excluded,5816.6148,0.4977965794695075,5582.50455
11420,17-0727 A,20191104 Cage-1 Mouse-1,L,33,CL587054,3,Combo,C.R.,2019-11-15,11,0.40821585899999996,mm2,inflamed,7002.2263,0.8803550958132399,7723.8240000000005
11421,17-0727 A,20191104 Cage-1 Mouse-1,L,33,CL587054,3,Combo,C.R.,2019-11-17,13,0.765040226,mm2,inflamed,10339.584200000001,0.8571656201915308,11681.88505
11422,17-0727 A,20191104 Cage-1 Mouse-1,L,33,CL587054,3,Combo,C.R.,2019-11-18,14,0.0,mm2,None,NaN,NaN,NaN
11423,17-0727 A,20191104 Cage-1 Mouse-1,L,33,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11424,17-0727 A,20191104 Cage-1 Mouse-1,L,34,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,1972.9828499999999,0.18888007604166318,1541.98955
11425,17-0727 A,20191104 Cage-1 Mouse-1,L,34,CL587054,3,Combo,C.R.,2019-11-12,8,0.045088523,mm2,uncertain,4540.72775,0.7192375281545313,4561.10095
11426,17-0727 A,20191104 Cage-1 Mouse-1,L,34,CL587054,3,Combo,C.R.,2019-11-13,9,0.08739588499999999,mm2,inflamed,4512.9013,0.9173044608519947,4993.0409
11427,17-0727 A,20191104 Cage-1 Mouse-1,L,34,CL587054,3,Combo,C.R.,2019-11-14,10,0.072423376,mm2,inflamed,4825.48215,0.4840829044024781,4947.81705
11428,17-0727 A,20191104 Cage-1 Mouse-1,L,34,CL587054,3,Combo,C.R.,2019-11-15,11,0.096077785,mm2,uncertain,4374.7689,0.8251797234734872,4403.8106
11429,17-0727 A,20191104 Cage-1 Mouse-1,L,34,CL587054,3,Combo,C.R.,2019-11-17,13,0.0,mm2,None,NaN,NaN,NaN
11430,17-0727 A,20191104 Cage-1 Mouse-1,L,34,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11131,17-0727 A,20191104 Cage-1 Mouse-1,L,4,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,2040.8861,0.6029634947804958,2247.8709
11132,17-0727 A,20191104 Cage-1 Mouse-1,L,4,CL587054,3,Combo,C.R.,2019-11-12,8,0.048291072,mm2,uncertain,3844.7601,0.6052026961760459,3974.5459
11133,17-0727 A,20191104 Cage-1 Mouse-1,L,4,CL587054,3,Combo,C.R.,2019-11-13,9,0.0628711,mm2,inflamed,5240.3382,0.9293734254673411,5473.3358
11134,17-0727 A,20191104 Cage-1 Mouse-1,L,4,CL587054,3,Combo,C.R.,2019-11-14,10,0.1064657,mm2,inflamed,7589.70415,0.9676612541520389,8202.3404
11135,17-0727 A,20191104 Cage-1 Mouse-1,L,4,CL587054,3,Combo,C.R.,2019-11-15,11,0.0,mm2,None,NaN,NaN,NaN
11136,17-0727 A,20191104 Cage-1 Mouse-1,L,4,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11137,17-0727 A,20191104 Cage-1 Mouse-1,L,5,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,uncertain,1981.953,0.6101254782430514,2056.1279
11138,17-0727 A,20191104 Cage-1 Mouse-1,L,5,CL587054,3,Combo,C.R.,2019-11-12,8,0.07429071599999999,mm2,excluded,3424.0776,0.2937603384586974,3327.5618
11139,17-0727 A,20191104 Cage-1 Mouse-1,L,5,CL587054,3,Combo,C.R.,2019-11-13,9,0.131641632,mm2,excluded,4911.6149000000005,0.14014198905311612,4800.7809
11140,17-0727 A,20191104 Cage-1 Mouse-1,L,5,CL587054,3,Combo,C.R.,2019-11-14,10,0.184103892,mm2,excluded,5453.9973,0.40693802072403923,5522.58705
11141,17-0727 A,20191104 Cage-1 Mouse-1,L,5,CL587054,3,Combo,C.R.,2019-11-15,11,0.18531373,mm2,inflamed,6285.27245,0.7491020308076088,6719.1078
11142,17-0727 A,20191104 Cage-1 Mouse-1,L,5,CL587054,3,Combo,C.R.,2019-11-17,13,0.23187170299999998,mm2,inflamed,8098.8284,0.4195122152292299,8057.81985
11143,17-0727 A,20191104 Cage-1 Mouse-1,L,5,CL587054,3,Combo,C.R.,2019-11-18,14,0.0,mm2,None,NaN,NaN,NaN
11144,17-0727 A,20191104 Cage-1 Mouse-1,L,5,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11145,17-0727 A,20191104 Cage-1 Mouse-1,L,6,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,1842.8523,0.20366817950484561,1680.8786
11146,17-0727 A,20191104 Cage-1 Mouse-1,L,6,CL587054,3,Combo,C.R.,2019-11-12,8,0.053010618999999995,mm2,excluded,3108.8133,0.0,2871.8533
11147,17-0727 A,20191104 Cage-1 Mouse-1,L,6,CL587054,3,Combo,C.R.,2019-11-13,9,0.08583674899999999,mm2,excluded,5142.4374,0.2929022269934644,5084.5126
11148,17-0727 A,20191104 Cage-1 Mouse-1,L,6,CL587054,3,Combo,C.R.,2019-11-14,10,0.150812502,mm2,inflamed,6857.6342,0.4485554268740109,6861.8878
11149,17-0727 A,20191104 Cage-1 Mouse-1,L,6,CL587054,3,Combo,C.R.,2019-11-15,11,0.197453823,mm2,inflamed,9932.462749999999,0.9638425983498267,10094.9621
11150,17-0727 A,20191104 Cage-1 Mouse-1,L,6,CL587054,3,Combo,C.R.,2019-11-17,13,0.0,mm2,None,NaN,NaN,NaN
11151,17-0727 A,20191104 Cage-1 Mouse-1,L,6,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11152,17-0727 A,20191104 Cage-1 Mouse-1,L,7,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,1839.3744,0.3178407317665764,1640.30825
11153,17-0727 A,20191104 Cage-1 Mouse-1,L,7,CL587054,3,Combo,C.R.,2019-11-12,8,0.067548507,mm2,excluded,3574.193,0.3519694710439261,3422.1275
11154,17-0727 A,20191104 Cage-1 Mouse-1,L,7,CL587054,3,Combo,C.R.,2019-11-13,9,0.053389868,mm2,inflamed,6163.9684,0.7274362793883923,6432.7594
11155,17-0727 A,20191104 Cage-1 Mouse-1,L,7,CL587054,3,Combo,C.R.,2019-11-14,10,0.08418800199999998,mm2,inflamed,7143.7159,0.6255115679467618,7773.9696
11156,17-0727 A,20191104 Cage-1 Mouse-1,L,7,CL587054,3,Combo,C.R.,2019-11-15,11,0.099707297,mm2,inflamed,9213.2074,0.9078859599405779,9731.8386
11157,17-0727 A,20191104 Cage-1 Mouse-1,L,7,CL587054,3,Combo,C.R.,2019-11-17,13,0.0,mm2,None,NaN,NaN,NaN
11158,17-0727 A,20191104 Cage-1 Mouse-1,L,7,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11159,17-0727 A,20191104 Cage-1 Mouse-1,L,8,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,2305.1013,0.5910845940134323,2423.847
11160,17-0727 A,20191104 Cage-1 Mouse-1,L,8,CL587054,3,Combo,C.R.,2019-11-12,8,0.030845606999999997,mm2,inflamed,4414.0477,0.9588714386538872,4548.426
11161,17-0727 A,20191104 Cage-1 Mouse-1,L,8,CL587054,3,Combo,C.R.,2019-11-13,9,0.0,mm2,None,NaN,NaN,NaN
11162,17-0727 A,20191104 Cage-1 Mouse-1,L,8,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11163,17-0727 A,20191104 Cage-1 Mouse-1,L,9,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,1858.1851,0.3885930999144421,1869.1138
11164,17-0727 A,20191104 Cage-1 Mouse-1,L,9,CL587054,3,Combo,C.R.,2019-11-12,8,0.050987955999999994,mm2,inflamed,3877.1961,0.9802004184878776,3950.2208
11165,17-0727 A,20191104 Cage-1 Mouse-1,L,9,CL587054,3,Combo,C.R.,2019-11-13,9,0.07205735899999999,mm2,inflamed,5478.6594000000005,0.916381337077427,5592.6614
11166,17-0727 A,20191104 Cage-1 Mouse-1,L,9,CL587054,3,Combo,C.R.,2019-11-14,10,0.113349258,mm2,inflamed,7097.8844,0.7350764564959592,8137.5211
11167,17-0727 A,20191104 Cage-1 Mouse-1,L,9,CL587054,3,Combo,C.R.,2019-11-15,11,0.172297547,mm2,inflamed,7316.47735,0.9123685306171302,8090.02025
11168,17-0727 A,20191104 Cage-1 Mouse-1,L,9,CL587054,3,Combo,C.R.,2019-11-17,13,0.0,mm2,None,NaN,NaN,NaN
11169,17-0727 A,20191104 Cage-1 Mouse-1,L,9,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
11969,17-0727 A,20191104 Cage-1 Mouse-1,R,1,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,3028.44665,0.37121247702406424,2924.7664999999997
11970,17-0727 A,20191104 Cage-1 Mouse-1,R,1,CL587054,3,Combo,C.R.,2019-11-12,8,0.218995378,mm2,uncertain,3815.644,0.700632751234412,3968.9511
11971,17-0727 A,20191104 Cage-1 Mouse-1,R,1,CL587054,3,Combo,C.R.,2019-11-13,9,0.223588508,mm2,inflamed,4753.5094,0.8104432832809072,4990.5355500000005
11972,17-0727 A,20191104 Cage-1 Mouse-1,R,1,CL587054,3,Combo,C.R.,2019-11-14,10,0.37855398100000004,mm2,inflamed,5116.5835,0.7991149599812418,5592.5049500000005
11973,17-0727 A,20191104 Cage-1 Mouse-1,R,1,CL587054,3,Combo,C.R.,2019-11-15,11,0.597993472,mm2,inflamed,5752.6997,0.8808337130761734,6658.38975
